Code,Name,F-Score,Timing_Score,Combined_Score,Rating,Recommendation,Current_Price,Change_30D,Signals,ROA
006650,대한유화,5,6.0,80.0,B (우수),매수 고려 ⭐⭐,158700,36.11,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",2.61
001060,JW중외제약,5,6.0,80.0,B (우수),매수 고려 ⭐⭐,25350,17.09,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 66.7 (상승 모멘텀)",10.75
204320,HL만도,6,4.0,80.0,C (보통),관망 ⭐,37400,7.63,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 55.7 (중립 구간)",2.42
000050,경방,6,4.0,80.0,C (보통),관망 ⭐,7000,-1.82,"단기 정배열 (5>20), RSI 60.4 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",1.94
092190,서울바이오시스,6,4.0,80.0,C (보통),관망 ⭐,2550,-2.67,"단기 정배열 (5>20), RSI 54.5 (중립 구간), MACD > Signal & 양전환 ⭐⭐",2.27
063160,종근당바이오,6,4.0,80.0,C (보통),관망 ⭐,21800,-7.23,"RSI 50.4 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (1.0배)",3.06
081660,미스토홀딩스,6,4.0,80.0,C (보통),관망 ⭐,41000,3.4,"단기 정배열 (5>20), RSI 64.0 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",6.4
005300,롯데칠성,6,4.0,80.0,C (보통),관망 ⭐,120800,4.14,"단기 정배열 (5>20), RSI 55.9 (중립 구간), MACD > Signal & 양전환 ⭐⭐",2.28
018880,한온시스템,5,6.0,80.0,B (우수),매수 고려 ⭐⭐,4090,41.03,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 62.6 (상승 모멘텀)",0.3
025820,이구산업,6,4.0,80.0,C (보통),관망 ⭐,5030,5.23,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 53.0 (중립 구간)",3.83
298380,에이비엘바이오,5,6.0,80.0,B (우수),매수 고려 ⭐⭐,126700,35.8,"골든크로스 발생 (최근 5일 이내) ⭐, 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",1.03
001540,안국약품,4,8.0,80.0,A (매우 우수),강력 매수 추천 ⭐⭐⭐,8170,2.12,"골든크로스 발생 (최근 5일 이내) ⭐, 이동평균 정배열 (5>20>60), RSI 67.3 (상승 모멘텀)",5.39
001680,대상,6,4.0,80.0,C (보통),관망 ⭐,21450,-2.5,"단기 정배열 (5>20), RSI 54.0 (중립 구간), MACD > Signal & 양전환 ⭐⭐",2.81
003160,디아이,6,4.0,80.0,C (보통),관망 ⭐,24150,51.98,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 62.6 (상승 모멘텀)",8.65
002320,한진,6,4.0,80.0,C (보통),관망 ⭐,20550,2.49,"단기 정배열 (5>20), RSI 59.2 (중립 구간), MACD > Signal & 양전환 ⭐⭐",0.58
085910,네오티스,6,4.0,80.0,C (보통),관망 ⭐,4380,15.11,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 55.4 (중립 구간)",4.96
204610,티쓰리,6,4.0,80.0,C (보통),관망 ⭐,1967,-2.86,"RSI 50.1 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (0.8배)",10.28
198080,캐프,6,4.0,80.0,C (보통),관망 ⭐,2360,5.59,"단기 정배열 (5>20), RSI 62.6 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",8.6
417790,트루엔,6,4.0,80.0,C (보통),관망 ⭐,8060,-7.46,"RSI 36.2 (과매도 탈출), MACD > Signal & 양전환 ⭐⭐, 거래량 증가 (1.9배)",13.65
066310,큐에스아이,6,4.0,80.0,C (보통),관망 ⭐,8140,3.04,"단기 정배열 (5>20), RSI 55.5 (중립 구간), MACD > Signal & 양전환 ⭐⭐",3.73
178920,PI첨단소재,7,2.0,80.0,D (부진),매수 보류,18120,6.09,"20일선 > 60일선 (상승 추세), RSI 52.8 (중립 구간)",4.44
078350,한양디지텍,6,4.0,80.0,C (보통),관망 ⭐,22300,41.32,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 59.2 (중립 구간)",9.21
003030,세아제강지주,6,4.0,80.0,C (보통),관망 ⭐,146700,-7.74,"RSI 48.4 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (1.0배)",2.83
136490,선진,6,4.0,80.0,C (보통),관망 ⭐,10600,-7.99,"단기 정배열 (5>20), RSI 53.9 (중립 구간), MACD > Signal & 양전환 ⭐⭐",11.44
014680,한솔케미칼,6,4.0,80.0,C (보통),관망 ⭐,225000,5.88,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 58.8 (중립 구간)",9.89
004970,신라교역,6,4.0,80.0,C (보통),관망 ⭐,9200,-0.86,"단기 정배열 (5>20), RSI 58.4 (중립 구간), MACD > Signal & 양전환 ⭐⭐",5.26
008500,일정실업,6,4.0,80.0,C (보통),관망 ⭐,17880,20.65,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 53.0 (중립 구간)",10.27
005500,삼진제약,5,6.0,80.0,B (우수),매수 고려 ⭐⭐,20000,2.04,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 59.6 (중립 구간)",9.22
397030,에이프릴바이오,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,35200,31.59,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 58.8 (중립 구간)",20.08
059210,메타바이오메드,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,6200,3.68,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 58.8 (중립 구간)",9.79
192650,드림텍,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,7310,15.3,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 68.6 (상승 모멘텀)",2.46
419540,비스토스,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,1920,24.68,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 59.2 (중립 구간)",3.74
032860,더라미,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,1515,3.63,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 55.6 (중립 구간)",4.05
218410,RFHIC,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,32700,6.0,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 53.6 (중립 구간)",5.23
214390,경보제약,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,6330,2.93,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 59.2 (중립 구간)",1.62
227840,현대코퍼레이션홀딩스,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,12630,1.53,"단기 정배열 (5>20), RSI 64.6 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",11.25
053950,경남제약,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,868,42.06,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 62.7 (상승 모멘텀)",5.16
006660,삼성공조,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,16480,12.65,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",4.62
128940,한미약품,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,479500,27.87,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",8.03
009970,영원무역홀딩스,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,151300,8.46,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 60.5 (상승 모멘텀)",6.5
010170,대한광통신,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,2355,59.12,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 56.2 (중립 구간)",-7.23
004450,삼화왕관,6,3.5,77.5,C (보통),관망 ⭐,33500,-3.18,"단기 정배열 (5>20), RSI 47.5 (중립 구간), MACD > Signal & 양전환 ⭐⭐",3.92
014710,사조씨푸드,6,3.5,77.5,C (보통),관망 ⭐,8780,2.33,"RSI 51.9 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 볼린저 중심선 위",3.49
332370,아이디피,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,5170,3.92,"단기 정배열 (5>20), RSI 55.5 (중립 구간), MACD > Signal & 양전환 ⭐⭐",16.84
016450,한세예스24홀딩스,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,4355,5.32,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 66.0 (상승 모멘텀)",1.44
251270,넷마블,6,3.5,77.5,C (보통),관망 ⭐,56000,-12.36,"RSI 49.0 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 볼린저 중심선 위",3.95
011420,갤럭시아에스엠,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,2105,-0.24,"단기 정배열 (5>20), RSI 57.2 (중립 구간), MACD > Signal & 양전환 ⭐⭐",4.15
072710,농심홀딩스,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,96100,-6.79,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 52.1 (중립 구간)",4.65
161580,필옵틱스,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,48600,32.43,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 60.2 (상승 모멘텀)",3.37
114810,한솔아이원스,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,15080,13.38,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 56.8 (중립 구간)",13.03
138360,협진,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,919,19.04,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 65.3 (상승 모멘텀)",6.51
240810,원익IPS,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,70100,54.24,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 67.6 (상승 모멘텀)",5.7
000990,DB하이텍,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,71500,25.22,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",8.92
267250,HD현대,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,224500,47.7,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 67.7 (상승 모멘텀)",4.51
086960,MDS테크,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,1525,6.57,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 53.2 (중립 구간)",3.93
017960,한국카본,6,3.5,77.5,C (보통),관망 ⭐,31650,-2.47,"20일선 > 60일선 (상승 추세), RSI 38.5 (과매도 탈출), 거래량 정상 (0.8배)",10.27
123700,SJM,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,3785,5.87,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 62.7 (상승 모멘텀)",7.23
327260,RF머트리얼즈,6,3.5,77.5,C (보통),관망 ⭐,18100,25.61,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 53.5 (중립 구간)",4.84
115570,스타플렉스,6,3.5,77.5,C (보통),관망 ⭐,2820,-3.75,"RSI 49.9 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 볼린저 중심선 위",4.88
256630,포인트엔지니어링,6,3.5,77.5,C (보통),관망 ⭐,1120,-2.78,"RSI 53.7 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 볼린저 중심선 위",1.43
012860,모베이스전자,6,3.5,77.5,C (보통),관망 ⭐,1349,-2.25,"RSI 52.9 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 볼린저 중심선 위",2.15
136410,아셈스,6,3.5,77.5,C (보통),관망 ⭐,10660,-5.16,"RSI 52.5 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 볼린저 중심선 위",9.46
144960,뉴파워프라즈마,6,3.5,77.5,C (보통),관망 ⭐,5900,7.86,"20일선 > 60일선 (상승 추세), RSI 43.2 (중립 구간), MACD 0선 위 (상승 추세)",2.46
067080,대화제약,6,3.5,77.5,C (보통),관망 ⭐,16690,0.72,"20일선 > 60일선 (상승 추세), RSI 55.5 (중립 구간), MACD 0선 위 (상승 추세)",0.39
171090,선익시스템,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,51300,12.25,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 54.5 (중립 구간)",14.22
039030,이오테크닉스,5,5.5,77.5,B (우수),매수 고려 ⭐⭐,285500,21.49,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 63.0 (상승 모멘텀)",8.49
030200,KT,6,3.5,77.5,C (보통),관망 ⭐,49450,-3.42,"RSI 47.6 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (0.9배)",4.41
286940,롯데이노베이트,7,1.5,77.5,D (부진),매수 보류,20300,-8.56,"RSI 43.1 (중립 구간), 거래량 정상 (1.0배)",1.71
090350,노루페인트,6,3.0,75.0,C (보통),관망 ⭐,8490,-7.21,"RSI 43.6 (중립 구간), MACD > Signal & 양전환 ⭐⭐",5.27
013890,지누스,6,3.0,75.0,C (보통),관망 ⭐,13190,-16.04,"RSI 37.7 (과매도 탈출), MACD > Signal & 양전환 ⭐⭐",2.26
005430,한국공항,6,3.0,75.0,C (보통),관망 ⭐,59900,-12.3,"RSI 43.1 (중립 구간), MACD > Signal & 양전환 ⭐⭐",8.08
000080,하이트진로,5,5.0,75.0,B (우수),매수 고려 ⭐⭐,19240,1.21,"단기 정배열 (5>20), RSI 61.9 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",3.27
097230,HJ중공업,6,3.0,75.0,C (보통),관망 ⭐,21250,-24.11,"20일선 > 60일선 (상승 추세), RSI 34.0 (과매도 탈출), 볼린저 하단 반등 ⭐",0.24
020760,일진디스플,6,3.0,75.0,C (보통),관망 ⭐,902,0.0,"RSI 43.8 (중립 구간), MACD > Signal & 양전환 ⭐⭐",7.22
039200,오스코텍,4,7.0,75.0,A (매우 우수),강력 매수 추천 ⭐⭐⭐,50000,12.61,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 65.5 (상승 모멘텀)",2.99
021650,한국큐빅,6,3.0,75.0,C (보통),관망 ⭐,2255,-6.24,"RSI 45.7 (중립 구간), MACD > Signal & 양전환 ⭐⭐",5.66
071320,지역난방공사,5,5.0,75.0,B (우수),매수 고려 ⭐⭐,111100,23.86,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",4.04
230240,에치에프알,6,3.0,75.0,C (보통),관망 ⭐,17320,14.1,"20일선 > 60일선 (상승 추세), RSI 55.0 (중립 구간), MACD 0선 위 (상승 추세)",7.54
002020,코오롱,4,7.0,75.0,A (매우 우수),강력 매수 추천 ⭐⭐⭐,48000,15.52,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 56.1 (중립 구간)",2.24
472850,폰드그룹,6,3.0,75.0,C (보통),관망 ⭐,8210,-16.65,"RSI 41.1 (중립 구간), MACD > Signal & 양전환 ⭐⭐",6.43
123860,아나패스,6,3.0,75.0,C (보통),관망 ⭐,17300,-10.22,"RSI 41.4 (중립 구간), MACD > Signal & 양전환 ⭐⭐",16.07
356890,싸이버원,6,3.0,75.0,C (보통),관망 ⭐,4225,-3.87,"20일선 > 60일선 (상승 추세), RSI 52.0 (중립 구간), MACD 0선 위 (상승 추세)",22.2
482630,삼양엔씨켐,6,3.0,75.0,C (보통),관망 ⭐,17940,-18.82,"20일선 > 60일선 (상승 추세), RSI 33.9 (과매도 탈출), 볼린저 하단 반등 ⭐",7.01
171120,라이온켐텍,6,3.0,75.0,C (보통),관망 ⭐,2100,-4.98,"RSI 42.8 (중립 구간), MACD > Signal & 양전환 ⭐⭐",5.76
303030,지니틱스,6,3.0,75.0,C (보통),관망 ⭐,786,-11.59,"RSI 39.7 (과매도 탈출), MACD > Signal & 양전환 ⭐⭐",2.54
005750,대림바스,6,3.0,75.0,C (보통),관망 ⭐,4300,-6.62,"RSI 44.6 (중립 구간), MACD > Signal & 양전환 ⭐⭐",1.64
048470,대동스틸,6,3.0,75.0,C (보통),관망 ⭐,3080,-11.87,"RSI 41.4 (중립 구간), MACD > Signal & 양전환 ⭐⭐",0.43
103230,에스앤더블류,6,3.0,75.0,C (보통),관망 ⭐,4245,-5.98,"20일선 > 60일선 (상승 추세), RSI 40.3 (중립 구간), 볼린저 하단 반등 ⭐",6.73
318160,셀바이오휴먼텍,6,3.0,75.0,C (보통),관망 ⭐,10070,4.57,"20일선 > 60일선 (상승 추세), RSI 54.8 (중립 구간), MACD 0선 위 (상승 추세)",8.32
347000,센코,6,3.0,75.0,C (보통),관망 ⭐,2135,-10.67,"RSI 39.6 (과매도 탈출), MACD > Signal & 양전환 ⭐⭐",3.73
035510,신세계 I&C,4,7.0,75.0,A (매우 우수),강력 매수 추천 ⭐⭐⭐,17280,16.44,"골든크로스 발생 (최근 5일 이내) ⭐, 이동평균 정배열 (5>20>60), RSI 66.8 (상승 모멘텀)",6.72
006280,녹십자,5,5.0,75.0,B (우수),매수 고려 ⭐⭐,136900,0.0,"단기 정배열 (5>20), RSI 61.2 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",1.73
003230,삼양식품,6,3.0,75.0,C (보통),관망 ⭐,1267000,-12.98,"RSI 37.9 (과매도 탈출), MACD > Signal & 양전환 ⭐⭐",18.97
064350,현대로템,6,3.0,75.0,C (보통),관망 ⭐,195900,-10.34,"20일선 > 60일선 (상승 추세), RSI 39.6 (과매도 탈출), 거래량 정상 (0.9배)",12.35
207940,삼성바이오로직스,6,3.0,75.0,C (보통),관망 ⭐,1221000,19.47,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD 0선 위 (상승 추세)",8.64
176750,듀켐바이오,5,5.0,75.0,B (우수),매수 고려 ⭐⭐,9870,-0.8,"단기 정배열 (5>20), RSI 57.5 (중립 구간), MACD > Signal & 양전환 ⭐⭐",20.15
005930,삼성전자,6,3.0,75.0,C (보통),관망 ⭐,103100,19.74,"20일선 > 60일선 (상승 추세), RSI 59.9 (중립 구간), MACD 0선 위 (상승 추세)",6.95
049960,쎌바이오텍,5,5.0,75.0,B (우수),매수 고려 ⭐⭐,12500,0.64,"단기 정배열 (5>20), RSI 62.4 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",11.58
053610,프로텍,5,5.0,75.0,B (우수),매수 고려 ⭐⭐,33150,6.59,"20일선 > 60일선 (상승 추세), RSI 60.8 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",5.24
037460,삼지전자,5,5.0,75.0,B (우수),매수 고려 ⭐⭐,12710,2.17,"20일선 > 60일선 (상승 추세), RSI 58.4 (중립 구간), MACD > Signal & 양전환 ⭐⭐",7.83
133750,메가엠디,5,5.0,75.0,B (우수),매수 고려 ⭐⭐,1895,-2.12,"RSI 52.4 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 급증 (2.6배) ⭐",4.35
003380,하림지주,5,5.0,75.0,B (우수),매수 고려 ⭐⭐,8330,9.32,"단기 정배열 (5>20), RSI 66.2 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",3.85
195990,에이비프로바이오,4,7.0,75.0,A (매우 우수),강력 매수 추천 ⭐⭐⭐,367,82.59,"골든크로스 발생 (최근 5일 이내) ⭐, 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",-11.04
131760,파인텍,7,1.0,75.0,D (부진),매수 보류,844,-9.44,RSI 45.4 (중립 구간),3.38
005710,대원산업,4,7.0,75.0,A (매우 우수),강력 매수 추천 ⭐⭐⭐,12490,13.44,"골든크로스 발생 (최근 5일 이내) ⭐, 이동평균 정배열 (5>20>60), RSI 65.1 (상승 모멘텀)",10.2
353200,대덕전자,5,5.0,75.0,B (우수),매수 고려 ⭐⭐,52300,79.73,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",3.89
065440,이루온,4,7.0,75.0,A (매우 우수),강력 매수 추천 ⭐⭐⭐,2110,30.81,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 67.0 (상승 모멘텀)",7.42
131180,딜리,6,3.0,75.0,C (보통),관망 ⭐,929,-5.01,"RSI 45.4 (중립 구간), MACD > Signal & 양전환 ⭐⭐",6.7
009160,SIMPAC,6,3.0,75.0,C (보통),관망 ⭐,4760,6.97,"20일선 > 60일선 (상승 추세), RSI 55.1 (중립 구간), MACD 0선 위 (상승 추세)",2.55
229640,LS에코에너지,6,3.0,75.0,C (보통),관망 ⭐,39900,2.57,"20일선 > 60일선 (상승 추세), RSI 39.1 (과매도 탈출), 볼린저 하단 반등 ⭐",9.35
329180,HD현대중공업,6,3.0,75.0,C (보통),관망 ⭐,536000,6.14,"20일선 > 60일선 (상승 추세), RSI 47.2 (중립 구간), MACD 0선 위 (상승 추세)",6.63
321260,프로이천,5,5.0,75.0,B (우수),매수 고려 ⭐⭐,2140,-2.51,"단기 정배열 (5>20), RSI 54.5 (중립 구간), MACD > Signal & 양전환 ⭐⭐",12.15
033780,KT&G,4,7.0,75.0,A (매우 우수),강력 매수 추천 ⭐⭐⭐,141000,4.99,"골든크로스 발생 (최근 5일 이내) ⭐, 이동평균 정배열 (5>20>60), RSI 59.9 (중립 구간)",7.23
008060,대덕,5,5.0,75.0,B (우수),매수 고려 ⭐⭐,10320,18.76,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",2.37
402340,SK스퀘어,5,5.0,75.0,B (우수),매수 고려 ⭐⭐,322500,52.84,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",22.48
099750,이지케어텍,6,3.0,75.0,C (보통),관망 ⭐,15770,-3.37,"RSI 40.3 (중립 구간), MACD > Signal & 양전환 ⭐⭐",4.72
051160,지어소프트,6,3.0,75.0,C (보통),관망 ⭐,7020,-10.46,"RSI 37.4 (과매도 탈출), MACD > Signal & 양전환 ⭐⭐",9.19
009460,한창제지,6,3.0,75.0,C (보통),관망 ⭐,558,-10.14,"RSI 38.9 (과매도 탈출), MACD > Signal & 양전환 ⭐⭐",0.9
037560,LG헬로비전,6,3.0,75.0,C (보통),관망 ⭐,2455,-10.73,"RSI 39.4 (과매도 탈출), MACD > Signal & 양전환 ⭐⭐",1.36
482630,삼양엔씨켐,6,3.0,75.0,C (보통),관망 ⭐,17940,-18.82,"20일선 > 60일선 (상승 추세), RSI 33.9 (과매도 탈출), 볼린저 하단 반등 ⭐",7.01
303030,지니틱스,6,3.0,75.0,C (보통),관망 ⭐,786,-11.59,"RSI 39.7 (과매도 탈출), MACD > Signal & 양전환 ⭐⭐",2.54
226320,잇츠한불,7,1.0,75.0,D (부진),매수 보류,11440,-7.59,RSI 44.0 (중립 구간),5.76
109080,옵티시스,7,1.0,75.0,D (부진),매수 보류,9030,-1.31,RSI 47.0 (중립 구간),7.81
263860,지니언스,7,1.0,75.0,D (부진),매수 보류,20900,-19.77,RSI 45.0 (중립 구간),15.73
472850,폰드그룹,6,3.0,75.0,C (보통),관망 ⭐,8210,-16.65,"RSI 41.1 (중립 구간), MACD > Signal & 양전환 ⭐⭐",6.43
297090,씨에스베어링,7,1.0,75.0,D (부진),매수 보류,6600,-3.79,RSI 46.1 (중립 구간),5.8
078520,에이블씨엔씨,6,3.0,75.0,C (보통),관망 ⭐,9830,-12.62,"RSI 44.5 (중립 구간), MACD > Signal & 양전환 ⭐⭐",9.11
215000,골프존,5,5.0,75.0,B (우수),매수 고려 ⭐⭐,61000,0.49,"단기 정배열 (5>20), RSI 56.5 (중립 구간), MACD > Signal & 양전환 ⭐⭐",7.78
204620,글로벌텍스프리,5,5.0,75.0,B (우수),매수 고려 ⭐⭐,5770,-10.54,"20일선 > 60일선 (상승 추세), RSI 54.4 (중립 구간), MACD > Signal & 양전환 ⭐⭐",3.61
168360,펨트론,6,2.5,72.5,D (부진),매수 보류,19310,-7.39,"20일선 > 60일선 (상승 추세), RSI 47.7 (중립 구간), MACD 0선 위 (상승 추세)",2.93
034950,한국기업평가,4,6.5,72.5,B (우수),매수 고려 ⭐⭐,100600,3.71,"골든크로스 발생 (최근 5일 이내) ⭐, 이동평균 정배열 (5>20>60), RSI 63.0 (상승 모멘텀)",16.31
058430,포스코스틸리온,6,2.5,72.5,D (부진),매수 보류,38550,3.21,"20일선 > 60일선 (상승 추세), RSI 52.6 (중립 구간), MACD 0선 위 (상승 추세)",6.34
045340,토탈소프트,6,2.5,72.5,D (부진),매수 보류,7200,-16.67,"RSI 33.0 (과매도 탈출), 거래량 급증 (4.8배) ⭐",14.25
353810,이지바이오,6,2.5,72.5,D (부진),매수 보류,5900,-3.75,"20일선 > 60일선 (상승 추세), RSI 51.6 (중립 구간), 볼린저 중심선 위",7.7
001630,종근당홀딩스,5,4.5,72.5,C (보통),관망 ⭐,48450,0.31,"단기 정배열 (5>20), RSI 63.3 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",2.69
101530,해태제과식품,5,4.5,72.5,C (보통),관망 ⭐,6500,-1.81,"RSI 52.8 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 증가 (1.9배)",4.54
263810,상신전자,6,2.5,72.5,D (부진),매수 보류,3220,6.98,"20일선 > 60일선 (상승 추세), RSI 49.3 (중립 구간), MACD 0선 위 (상승 추세)",2.78
086890,이수앱지스,5,4.5,72.5,C (보통),관망 ⭐,5300,-2.57,"단기 정배열 (5>20), RSI 53.7 (중립 구간), MACD > Signal & 양전환 ⭐⭐",9.18
206650,유바이오로직스,5,4.5,72.5,C (보통),관망 ⭐,12850,-5.17,"RSI 52.9 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 증가 (1.5배)",19.76
072020,중앙백신,5,4.5,72.5,C (보통),관망 ⭐,9780,0.1,"단기 정배열 (5>20), RSI 57.0 (중립 구간), MACD > Signal & 양전환 ⭐⭐",5.6
064850,에프앤가이드,5,4.5,72.5,C (보통),관망 ⭐,8640,0.35,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 51.8 (중립 구간)",4.82
066570,LG전자,5,4.5,72.5,C (보통),관망 ⭐,92900,19.26,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 66.0 (상승 모멘텀)",2.72
015360,INVENI,5,4.5,72.5,C (보통),관망 ⭐,63800,2.74,"단기 정배열 (5>20), RSI 61.8 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",2.36
010140,삼성중공업,6,2.5,72.5,D (부진),매수 보류,26250,19.59,"20일선 > 60일선 (상승 추세), RSI 53.7 (중립 구간), MACD 0선 위 (상승 추세)",3.93
101140,인바이오젠,6,2.5,72.5,D (부진),매수 보류,12440,4.54,"20일선 > 60일선 (상승 추세), RSI 49.4 (중립 구간), MACD 0선 위 (상승 추세)",9.9
023910,대한약품,5,4.5,72.5,C (보통),관망 ⭐,31200,4.7,"단기 정배열 (5>20), RSI 64.7 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",10.42
